"ID" "XGAUGE" "YGAUGE" "XCENT" "YCENT" "AREA" "River" "Station" "ME_MAX" "igroup.best" "TRAIN"
"362" 37300103 3819923.73112648 2882090.73476287 4175913.71295 3244182.58862 8369 "Ems" "VERSEN-WEHRDURCHSTICH" 0.565948098527006 1 FALSE
"200" 16008506 4204689.5715902 2452852.37086945 4435390.95734 2767193.0855 8839 "Isar" "PLATTLING" 0.204235318780376 1 FALSE
"166" 10035801 4035710.66408081 2431404.60485253 4302670.78058 2777934.9684 11315 "Donau" "DILLINGEN" 0.313105217991568 1 FALSE
"127" 6335303 4052437.06602312 2578030.86568487 4397889.18187 2964489.19026 11991.8 "Main" "TRUNSTADT" 0.51951320796281 1 FALSE
"383" 43100109 3975910.34398739 2738339.27489831 4303406.86367 3087761.66846 12442 "Weser" "HANN.-MUENDEN" 0.562507008193514 1 FALSE
"240" 23800690 3930230.63628794 2524632.33031245 4267583.16759 2858170.55234 12710 "Neckar" "ROCKENAU - SKA" 0.511869579759855 1 FALSE
"246" 24022003 4015308.80512839 2588521.41598201 4395526.43422 2966126.04821 12715 "Main" "SCHWEINFURT-NEUER HAFEN" 0.440078445164819 1 FALSE
"384" 43900105 3967893.78493941 2759920.52555921 4303108.47848 3091025.47674 12996 "Weser" "WAHMBECK" 0.585577508179621 1 FALSE
"129" 6335500 3994805.01059109 2563142.05127759 4389863.2752 2965883.29063 14031 "Main" "WUERZBURG" 0.438172697852361 1 FALSE
"399" 48900204 3959825.22874478 2885041.5630109 4327472.84296 3239102.01596 14730 "Aller" "RETHEM" 0.65194555143093 1 FALSE
"387" 45100100 3962464.94834739 2762237.75521709 4297769.13852 3097842.69736 14794 "Weser" "KARLSHAFEN" 0.571046144793645 1 FALSE
"167" 10039802 4057049.88767138 2446774.13251211 4315008.45476 2794741.56494 15037 "Donau" "DONAUWOERTH" -3.11819065788258 1 FALSE
"388" 45300200 3967793.95011379 2797295.23908269 4295988.52497 3103975.22868 15924 "Weser" "BODENWERDER" 0.55331373910516 1 FALSE
"152" 6340510 4186305.91925938 2854134.43440342 4578945.65103 3233693.08634 16173 "Havel" "Ketzin" -0.091550402115618 1 FALSE
"389" 45900208 3924905.91323941 2819535.77637023 4293374.91518 3114561.31195 17618 "Weser" "VLOTHO" 0.547769555973589 1 FALSE
"247" 24050009 3972505.4421915 2586359.74773615 4375013.65073 2975420.55346 17914 "Main" "STEINBACH" 0.499559636567344 1 FALSE
"71" 570810 4131002.65958985 2750231.13702761 4431118.81567 3096263.4831 17979 "Saale" "HALLE TROTHA UP" 0.468120388689593 1 FALSE
"393" 47100100 3928843.05587727 2827306.52122641 4288462.13555 3123015.58906 19162 "Weser" "PORTA" 0.70779474294351 1 FALSE
"72" 570910 4115982.24360259 2779834.98736959 4431491.51473 3099869.01423 19639 "Saale" "BERNBURG UP" 0.363799563678031 1 FALSE
"394" 47500200 3941991.92040559 2864217.02520702 4284350.73717 3136728.23429 19910 "Weser" "LIEBENAU" 0.558556019507029 1 FALSE
"168" 10046003 4100978.23055238 2452668.23328537 4331958.19676 2784899.85961 20001 "Donau" "INGOLSTADT" 0.163393804039499 1 FALSE
"248" 24064003 3946059.52099969 2555006.10090608 4361989.20745 2971070.43775 21505 "Main" "KLEINHEUBACH" 0.518725010129166 1 FALSE
"140" 6337515 3948643.32952135 2891768.49863918 4283845.34283 3141077.38478 21858.19 "Weser" "DOERVERDEN" 0.528730407712945 1 FALSE
"169" 10053009 4132184.4402308 2470835.45933743 4343687.05058 2791297.76653 22950 "Donau" "KELHEIM" 0.144087128862317 1 FALSE
"73" 570940 4120264.95650073 2792447.88777332 4426264.24006 3118352.03927 23719 "Saale" "CALBE-GRIZEHNE" 0.391113640537806 1 FALSE
